gene_ID	protein	rna	protein_degradation	rna_hl	translation
rna3459	3029	25752.2672369369	49.5934	0.0290999954	5.8332110031
rna3464	3034	38844.1004883379	15.3865	0.0421765999	1.2017948778
rna3465	3035	59639.1953514258	13392	0.0204473771	681.5102008084
rna3470	3038	767.9297649517	12.5174	0.0509749855	49.5199729657
rna3478	3045	28106.4070275891	32.6329	0.0138525738	3.5353924962
rna3488	3052	2083298.75457163	43.8487	0.0128858836	0.0642376578
rna3492	3056	54335.1157915838	140599	0.013322304	7907.7873993701
rna3498	3062	87119.2043637417	28.3383	0.0150960869	0.9960131665
rna3502	3064	18368.7431434692	100148	0.078517119	16705.1969535051
rna3505	3065	414529.764990055	190526	0.0164867479	1408.7340387101
rna3506	3067	183566.270019118	61.4412	0.0412012406	1.0265511217
rna3512	3071	9795.126045	10.3351	0.0234268779	3.240294403
rna3529	3083	20205.8058814291	13.1467	0.0428554715	2.0059222749
rna3543	3088	255883.079916173	37.8128	0.0200551494	0.4563253125
rna3551	3090	358451.981944392	43.8682	0.0126526147	0.3781614967
rna3552	3091	2781.3238733134	21.9005	0.0257384816	24.3389294392
rna3562	3093	198604.082881658	52.0048	0.024742611	0.8099070476
rna3572	3095	114013.53538242	69.0343	0.0516341739	1.8739981861
rna3574	3096	8732.4179741659	13.9018	0.0509003686	4.9287577538
rna3575	3097	316754.401958735	24.1145	0.016481538	0.2357744866
rna3582	3098	4876263.93900761	350473	0.0363783912	222.6633684273
rna3592	3100	12271.8012664741	26.8804	0.0334188428	6.7903022703
rna3600	3101	8436.7335923806	32.5156	0.0828288748	11.9514115855
rna3610	3102	1482.8683794287	121612	0.0493264364	254399.128899986
rna3613	3103	5577.8205997354	4.00401	0.0540529293	2.2274726854
rna3615	3104	1015643.08116429	46.7162	0.0133606421	0.1427736648
rna3626	3105	810217.263831531	191961	0.01816775	735.65317799
rna3627	3106	112620.018161253	25.7765	0.0115814974	0.7109021141
rna3642	3107	482520.988116885	20.9707	0.0116942022	0.1350323955
rna3652	3109	540467.474070213	1006.8	0.010217887	5.7915440802
rna3660	3112	307393.45427377	19.0269	0.0092041763	0.1926251583
rna3693	3114	11243.9700432365	27.1814	0.033985642	7.5278464167
rna3706	3115	140976.103413428	20.9039	0.0222650154	0.461891391
rna3710	3116	6671020.8684743	215819	0.0109175886	100.8079598698
rna3711	3117	2161.9169251573	31.9246	0.030263976	46.0281230246
rna3725	3118	83540.1404702492	78.9904	0.0195358633	2.9481883297
rna3727	3119	30887.3107066301	35.3532	0.0414064412	3.569965409
rna3737	3120	7953465.74898261	961.16	0.0131742816	0.3770455918
rna3742	3122	100209.513189947	37.6035	0.0181123199	1.1715267669
rna3744	3123	28554.8930629158	230544	0.181820207	25214.2044592367
rna3747	3124	472624.843568679	67.5346	0.0139726382	0.4463965305
rna3768	3125	11057.6328410938	20.2339	0.0183322898	5.7183068391
rna3774	3126	399844.648380724	167739	0.0107542708	1311.3896012451
rna3784	3127	5208955.41112737	1.6455	0.0119188646	0.0009878139
rna3785	3128	10782.5938086751	36.3978	0.0546270607	10.5588989459
rna3792	3129	499.2079054799	12.8649	0.0278240199	80.6362873226
rna3797	3130	484850.623931643	130472	0.0097658256	842.2745890033
rna3815	3131	20361.8756898226	40.0831	0.0683905875	6.1634884729
rna3821	3132	25290.7030532592	33.3432	0.0486686732	4.1292210098
rna3839	3134	21638.8969832429	16.8008	0.0166364722	2.4332897948
rna3867	3136	407525.32106253	4.29643	0.0189289939	0.0330620057
rna3870	3137	145171.172767229	31623	0.0508541437	683.3405634813
rna3871	3138	2042.6499453259	8.06238	0.0600500792	12.3857484724
rna3876	3139	26277.7698540535	5.03205	0.0375562513	0.6011014267
rna3878	3140	43233.6196663556	5494	0.0237630688	399.0218754093
rna3883	3141	8304.6778373711	9.51875	0.0078541327	3.6001870675
rna3911	3145	728101.176570189	91.0005	0.0088924991	0.3930725313
rna3919	3146	84649.9424288029	39.6646	0.0260189105	1.4741277787
rna3923	3147	13079.6967157146	4.58965	0.0346728169	1.104278552
rna3924	3148	414003.957404827	194414	0.0259382142	1478.2836276165
rna3935	3149	121134.411498247	42.2021	0.0109123161	1.0970822515
rna3971	3150	17890.6762460128	31.1805	0.018534167	5.4899308248
rna3982	3151	130382.095701363	23.1014	0.0165032524	0.5583014371
rna3983	3152	14147.8321412255	30.3982	0.0246515988	6.7724245979
rna3984	3153	161686.114028146	560324	0.0258141166	10926.736551368
rna3985	3154	7278.6309729984	8.38359	0.110970364	3.6328044323
rna4013	3155	2132875.28908552	850796	0.0100012855	1258.5177360046
rna4026	3159	3198.7992514417	3.22877	0.0066133861	3.1885978545
rna4034	3161	55647.8210763967	32726	0.0212228745	1858.9566311677
rna4036	3162	136817.121660757	52.7531	0.019149846	1.2191844133
rna4045	3163	3073111.63818298	1387.56	0.010275211	1.4281460606
rna4047	3164	43581.332904109	45.0245	0.0912361801	3.2687737732
rna4056	3165	12955.73583123	12.6993	0.0199739155	3.1023544339
rna4059	3166	2635.9014621732	8.07565	0.0541843745	9.6997206712
rna4076	3167	162902.660600896	86.9595	0.0267746334	1.6905846441
rna4077	3168	521452.142240398	73416	0.0106009215	446.0272940882
rna4086	3169	81750.151923984	9.1486	0.0091675337	0.3546404834
rna4105	3170	5042.2679014228	19.7088	0.0577717014	12.3906339809
rna4106	3171	14576.9014794166	10.6853	0.0302707504	2.3244368049
rna4107	3172	22522.2190011337	14.5769	0.0148683555	2.0529916168
rna4118	3173	3104.7010467319	46.9842	0.1517723686	48.017784758
rna4121	3174	110547.426883752	15.8304	0.0142177575	0.4545170432
rna4126	3175	1049469.03584072	75.6482	0.0173151828	0.2288614783
rna4132	3176	42912.9369028394	42.1625	0.0109566002	3.120459928
rna4133	3177	16648.8287344485	12.7122	0.0114130908	2.4257958349
rna4156	3180	172792.240906318	38.9412	0.0201259873	0.7166584295
rna4158	3181	5492.2393751876	3.74711	0.0266141863	2.1702544437
rna4165	3183	94161.2065452019	135835	0.0173847644	4591.7296609028
rna4180	3184	61876.1796733514	39.0176	0.0145451434	2.0077522409
rna4182	3185	129774.586586999	50.6239	0.0207077497	1.2424398778
rna4187	3186	32331.7278992014	25.8305	0.0155012039	2.5453626622
rna4223	3187	9624.5434705391	14.2325	0.015279214	4.7128445769
rna4236	3189	14789.2752615436	5.46807	0.0228071598	1.17907571
rna4240	3190	2446735.23939524	126522	0.0216713367	164.9566219922
rna4245	3191	38853.8060103565	29.5076	0.0162419194	2.423411276
rna4247	3192	120572.140862628	57.6118	0.0241815461	1.5252019603
rna4252	3193	15258.5231073565	60.8975	0.0179845721	12.7434166552
rna4253	3194	598373.02044849	117225	0.0176209359	625.724484903
rna4260	3195	40475.8739180604	180297	0.0371588814	14231.9080291177
rna4265	3196	185705.540315607	44.0478	0.015617488	0.7580644528
rna4269	3197	173917.949994442	11.4172	0.0398227974	0.2098736122
rna4283	3199	58762.7887590017	48806	0.0359395151	2656.9602515007
rna4286	3200	10599.2325681136	11.0441	0.0390684489	3.334309326
rna4294	3202	16251.2660184461	6205	0.034128177	1222.5761351422
rna4309	3205	8512.4723164525	29.1235	0.0540754878	10.9651830902
rna4315	3206	58082.4309055115	20.5485	0.02468513	1.134224067
rna4319	3208	249867.421233717	126.48	0.018482176	1.6238525135
rna4321	3209	1938856.91238162	266355	0.011644684	440.8438753482
rna4326	3210	81864.9310515722	37.4402	0.0450626197	1.4680650244
rna4328	3211	168269.737233634	179.11	0.0405725251	3.4178588465
rna4393	3215	669650.322896668	297231	0.0120234414	1427.0099368674
rna4401	3216	2799.954476853	12.0934	0.0547948897	13.8903595475
rna4405	3217	99544.9910702927	17.4849	0.0177961788	0.5650603079
rna4407	3218	237.6211526798	38.4362	0.1454218882	520.5247521321
rna4408	3219	39582.5199415248	93.7188	0.0193312799	7.6215667331
rna4416	3220	1837.7948005766	3.86889	0.0295061869	6.7786816004
rna4424	3221	43816.1775366816	62.6809	0.0281459907	4.6077770871
rna4425	3222	74600.320840394	4.71352	0.0222295483	0.203577696
rna4433	3225	910.4659327807	28.6623	0.0266059424	101.5259486071
rna4434	3226	20420.0553726313	9.5655	0.0203084248	1.5111762646
rna4440	3227	183770.560751071	57.2468	0.0333529537	1.0052503668
rna4445	3228	274977.169022111	30.4843	0.0176709132	0.3578599662
rna4447	3229	18001.5503456782	40.0986	0.049340264	7.192623797
rna4450	3230	4582.6114693993	25006	0.0873831432	17625.1861060758
rna4454	3231	24205.3237415547	11.1511	0.0151173458	1.4884826365
rna4481	3233	109911.804087544	14.5765	0.0127864066	0.4287603583
rna4499	3235	18411.0906974687	1.43579	0.0074431156	0.2522816669
rna4504	3237	7401.1093951562	58.2092	0.0200202954	25.4587752106
rna4534	3240	5247.0014616013	14.5305	0.0447404058	8.9725189414
rna4536	3241	98581.7939323904	77.0703	0.0344836376	2.5337826827
rna4545	3242	71838.2058962707	159636	0.0423646684	7204.2432789495
rna4565	3243	9811.7512528108	14.8193	0.023801413	4.8981052069
rna4582	3244	97572.1190290544	50.0703	0.0226847837	1.6646974035
rna4584	3245	870257.516937166	104219	0.0143656755	388.6098636531
rna4585	3246	1158339.7714035	72.2172	0.0137615242	0.2023732906
rna4646	3247	72045.8723660406	115.78	0.0135351153	5.2180318963
rna4647	3248	16617.2230875332	1.91277	0.0100564086	0.3738697451
rna4662	3249	25827.7438469217	2.66619	0.0160641698	0.335393264
rna4671	3250	24084.8200746961	51331	0.0285436985	6926.5931604476
rna4675	3251	149640.189793842	32.7533	0.0249107505	0.7115800805
rna4680	3253	32224.1587860676	14.0266	0.0197989466	1.4159727211
rna4687	3254	1311.2349876698	17.4769	0.0308466227	43.371198248
rna4705	3255	1858661.54610326	79497	0.0103566296	139.219932506
rna4712	3257	26139.9498025257	7.73359	0.0172795075	0.9635941469
rna4725	3258	46838.1471581767	22.4872	0.0685113959	1.5641800977
rna4746	3259	18854.6147466819	48.2262	0.0325161295	8.3358471075
rna4768	3262	18928.1662656938	34.6152	0.031711702	5.965436948
rna4769	3263	544940.742097442	34.2564	0.0231999154	0.2051207123
rna4778	3265	599007.994251874	60.1685	0.0158311726	0.3279591498
rna4785	3266	3857.7043784717	29.3609	0.0392453001	24.8574514769
rna4796	3267	21060.8965190271	36.4728	0.0468684092	5.6577191523
rna4797	3268	7694.5410462408	20.5289	0.0418488414	8.7189664461
rna4812	3270	1511.541573357	8.25295	0.0364549605	17.8540550757
rna4814	3271	8501.0053773367	21.0382	0.0127804938	8.095036898
rna4824	3273	47129.0622024047	84.4933	0.0233505458	5.8678564346
rna4854	3275	553832.266135554	287015	0.0787846516	1697.2180612712
rna4855	3276	554310.289243375	57.6654	0.0255531419	0.3408052386
rna4882	3278	16502.7565824984	25.2416	0.026423883	5.0138268953
rna4883	3279	865628.720922195	395644	0.0236221538	1498.6987430569
rna4892	3280	1375140.26424108	273.05	0.0119330256	0.6512819261
rna4896	3281	665685.127410761	166612	0.0287031101	821.1900033373
rna4904	3282	1281657.85066654	385683	0.0128478397	987.6361349807
rna4908	3283	12997.3142378435	65.2484	0.0341392802	16.4811355085
rna4909	3284	160106.42450843	41.9271	0.0260145193	0.8599817079
rna4915	3285	82531.4587043582	288409	0.3014263942	11479.5446472579
rna4930	3286	6299.1466771538	10.1999	0.0378466912	5.3208590175
rna4935	3287	1286268.8564334	71575	0.0390593648	182.9065702892
rna4936	3288	3626.7898005321	13.1528	0.0366056104	11.9241557351
rna4938	3289	95246.1430749789	74.0067	0.0559338073	2.5555684298
rna4939	3290	34548.1162729301	16.5584	0.0363826078	1.5768482302
rna4944	3292	47534.503115178	14.2537	0.024089077	0.9871393898
rna4946	3293	266574.258814096	69.7586	0.0192515972	0.8617301266
rna4953	3294	115443.219419479	108843	0.0166668509	3105.6725878134
rna4958	3295	18632.5801174112	120585	0.0831042652	21324.3454473982
rna4977	3297	21102.6573577227	28212	0.038874507	4407.7370173459
rna5004	3301	18660.2715040813	2.80395	0.0331748666	0.4960184501
rna5007	3302	22430.9247764188	1.58674	0.0282348991	0.2335800032
rna5015	3303	8963.5144164329	36.5798	0.0732969498	13.479431592
rna5024	3304	5531.8002177287	7.84446	0.0226057696	4.6852913735
rna5031	3305	195753.63153275	65.0008	0.0434209935	1.097438869
rna5033	3306	273681.473009361	370.14	0.0165749387	4.4711935614
rna5042	3307	10441.9421637661	11.7725	0.0311831156	3.7283923708
rna5059	3308	6463.4418297846	21.4135	0.0483699865	10.9594639923
rna5067	3309	70721.0705409131	46.6692	0.024684161	2.1836262039
rna5070	3311	1553347.59381494	1765.94	0.0095635259	3.764146134
rna5091	3313	62710.3094709601	38.5752	0.0425958269	2.0379366436
rna5112	3314	530262.063009478	74.2917	0.016507105	0.4643038056
rna5115	3315	26299.913266871	527.57	0.1489391774	66.498110935
rna5117	3316	215.3608909521	7.7962	0.0336411611	120.0412901605
rna5118	3317	286178.626180167	98.9022	0.0145211919	1.1463420654
rna5120	3318	4128.1227149204	5.37898	0.0382950751	4.3233830175
rna5130	3320	10316.9307428974	33.0639	0.032352088	10.6400004745
rna5131	3321	22885.1703732624	291104	0.0251928737	42243.7923000782
rna5151	3324	417660.482363847	89.9104	0.0214905563	0.7155624777
rna5187	3329	18591.627704366	53.3456	0.0775413975	9.5520147684
rna5202	3331	83660.3724050067	20.2913	0.0249307202	0.8079132134
rna5215	3333	2274.6633321749	21.0027	0.0413374831	30.7746637095
rna5229	3334	12938.6589346663	7.65677	0.0145503829	1.9729765897
rna5238	3335	45121.4305457749	10.2622	0.0214320974	0.7584962752
rna5242	3336	13811.6428652015	19.1383	0.0324277624	4.6225759979
rna5244	3337	53702.7297390569	7.23891	0.0198993425	0.4498140558
rna5247	3338	5610.5715507801	32697	0.2688954811	19453.024529172
rna5266	3340	225140.057918688	69.1956	0.0176292263	1.0265312452
rna5267	3341	316961.321469154	168187	0.0174457475	1772.811787872
rna5287	3344	611164.758909517	20.0023	0.0187575513	0.1094429779
rna5288	3345	304859.334707927	108.98	0.0260843097	1.1957583662
rna5313	3347	199284.366812364	13.5569	0.0162109232	0.2276894321
rna5322	3349	8268.9112707263	29.7806	0.0844823137	12.061470505
rna5326	3350	29707.6076178472	72755	0.0242808026	8204.2705402362
rna5332	3351	183204.326933099	176254	0.0196538971	3223.871203739
rna5336	3352	71209.0306348783	42.8743	0.0523912968	2.018208257
rna5342	3353	210659.141798179	81.8768	0.0284176252	1.3032090991
rna5345	3354	557853.027763671	108435	0.0147864776	651.9476849628
rna5346	3355	5292.9702571154	83988	0.0268649632	53236.5999263267
rna5353	3356	614591.990837258	188548	0.0173592848	1029.572622868
rna5355	3357	12271.3370775738	332666	0.0723407917	91005.5485347973
rna5356	3358	12041.805203003	42.6115	0.0220601596	11.8827214515
rna5383	3360	134518.765032398	19.7088	0.0215793235	0.4922849833
rna5385	3361	101206.727742563	107029	0.0183741843	3554.35332239
rna5387	3362	28385.4873407934	93.8056	0.0768475403	11.1104108735
rna5388	3363	27499.8548451276	125418	0.0489853659	15337.562193523
rna5389	3364	4296.5073763663	17.0008	0.0633814067	13.3109724225
rna5397	3366	21673.144024531	59015	0.0195295851	9165.4671687302
rna5414	3368	1084744.10869905	87.3928	0.0083490485	0.2713441336
rna5434	3369	50326.0478449702	19.8076	0.0454689732	1.3259893685
rna5437	3370	10959.4279123031	13.3976	0.0230130732	4.1197325592
rna5438	3371	32024.6485864858	98.7747	0.0107467274	10.397288601
rna5439	3372	26850.1873600316	17.9072	0.0272511908	2.2488885307
rna5443	3373	26807.6507804676	7.03016	0.025110055	0.8845508275
rna5446	3374	94784.1888348638	78807	0.0103327369	2805.2655328754
rna5450	3375	1083311.85830128	214857	0.0091545622	669.3754614088
rna5460	3376	2422790.41888146	1154.12	0.0104133163	1.6081907414
rna5477	3377	225179.520026585	44689	0.0174980717	670.1975072253
rna5478	3378	235227.866130652	16554	0.0189661671	237.7244368188
rna5485	3379	57193.0926009219	14.6696	0.0221947799	0.8666881986
rna5492	3380	1527.6315037938	14.9812	0.0205578487	33.1470357048
rna5494	3381	17154.2502457889	28.07	0.0237440779	5.5324289106
rna5498	3382	101089.415024765	34572	0.0156554484	1156.6245978509
rna5500	3383	2424.4104774342	15.8669	0.0284324	22.1405257895
rna5517	3384	2862.3873524099	6.42311	0.0378477154	7.5935928873
rna5532	3385	232493.065690268	22547	0.0242049218	328.2747155207
rna5533	3386	5861.3273925067	24.3203	0.061868253	14.04946871
rna5543	3387	517497.938177382	21.8999	0.0196112238	0.1433338296
rna5548	3388	387840.67141959	408.09	0.0242267486	3.5648889399
rna5550	3389	13365.574977834	16.9372	0.0404702804	4.2946278701
rna5556	3390	2738038.18124723	107.61	0.0131464764	0.1332333137
rna5571	3392	269873.73890596	47.9585	0.0246803397	0.6027827408
rna5573	3393	43892.5349316458	59.2739	0.024557975	4.5820170335
rna5585	3394	2483996.81366684	136455	0.0138901331	186.4447923008
rna5587	3395	125773.794931994	103.6	0.0377629217	2.7964648772
rna5594	3397	21921.4968434227	16.5992	0.0159847946	2.5722459923
rna5616	3398	47441.0484231472	8.3356	0.017455981	0.5970434833
rna5617	3399	290978.798824559	462.49	0.0156154606	5.4024675212
rna5630	3401	1912.2147993142	12.8957	0.02032258	22.935852037
rna5632	3402	38097.6974503648	9.96095	0.0163799432	0.8894803142
rna5644	3404	285107.276562998	15.6014	0.0149502005	0.1862708179
rna5660	3405	115755.305624988	31.1519	0.0129845522	0.9163486626
rna5668	3406	64841.4445398965	139451	0.0235031967	7325.1006261552
rna5683	3407	16188.5423765568	12.5776	0.019144795	2.6470501299
rna5691	3408	11245.6397635835	34.5063	0.0473539301	10.4571614308
rna5698	3409	12308.3746061736	6.30123	0.0543767227	1.7452258123
rna5703	3410	189481.208330102	77.0775	0.0239922712	1.3871258122
rna5708	3411	110470.873881072	700409	0.0812736082	21626.4705353195
rna5735	3415	73093.6787356908	36.2894	0.0207365953	1.6954722097
rna5768	3417	59680.8196796191	251832	0.0208961063	14418.5342731454
rna5769	3418	229904.149831542	67.5871	0.0246667328	1.0048218267
rna5774	3419	12455.5977424212	2.37134	0.050829256	0.6509211061
rna5780	3420	127589.274516755	39083	0.0147963752	1047.6104712269
rna5782	3421	164583.744306987	48.1846	0.023524077	1.0015540556
rna5789	3422	21704.9015019275	32.1371	0.0161355675	5.0667429286
rna5808	3423	377372.589796212	22.1165	0.0188694222	0.2006101703
rna5809	3424	8466.494594717	54.9871	0.014926885	22.2377547512
rna5823	3426	92721.9078091793	54.2153	0.022086891	2.003211778
rna5825	3428	375.1864242387	3.07525	0.0447539391	28.0979169792
rna5828	3429	178777.397739594	22.5646	0.0107470401	0.4327952771
rna5829	3430	458891.785241487	131511	0.0155286473	982.9827957426
rna5838	3431	1994604.29215572	134249	0.0190258508	230.9271672639
rna5839	3432	10536.3516182703	5.87279	0.0173287355	1.9129406468
rna5843	3434	15786.8546010621	19.9717	0.0298642128	4.3442990724
rna5850	3435	42106.5432759486	248151	0.0571751829	20243.8532988504
rna5856	3436	222292.692283619	127356	0.0203312626	1968.5542133867
rna5858	3437	3832.4898258088	39.9726	0.0246533183	35.8476688639
rna5860	3438	228448.29753218	220334	0.0194023073	3315.8850391227
rna5861	3439	59853.8544797774	31.4139	0.0317462854	1.8049364245
rna5863	3440	679269.696571357	17563	0.0085429483	88.9436409499
rna5873	3441	3196.3671554693	5.59189	0.0672077453	6.0198633493
rna5878	3442	47060.4395275127	89.8052	0.0270795189	6.5683512841
rna5909	3443	201841.369974866	78.5113	0.0170792306	1.339241831
rna5917	3444	40560.1072446466	29.7403	0.0265402916	2.5252791513
rna5923	3446	8782.3287720081	9.05592	0.0207070748	3.5533514094
rna5925	3447	6159.8518827447	39055	0.0279139871	21854.8412466072
rna5928	3448	17951.4784994503	8.77354	0.0175034663	1.6851629196
rna5950	3451	3063771.62418964	131866	0.0121348862	148.5324697203
rna5970	3453	49236.8204081205	41.4805	0.0194663729	2.909045818
rna5972	3454	18738.0721818573	6.50422	0.0187033973	1.1989267445
